1961.4984589 	58.5402930403
1961.57517123 	61.3313873626
1961.65188356 	61.4885531136
1961.72859589 	62.1266025641
1961.80530822 	63.9237637363
1961.88202055 	63.1328983516
1961.95873288 	62.3120421245
1962.03544521 	60.3641254579
1962.11215753 	58.8173076923
1962.18886986 	58.5517399267
1962.26558219 	55.7629349817
1962.34229452 	54.5068681319
1962.41900685 	53.077724359
1962.49571918 	51.1001602564
1962.57243151 	53.1715888278
1962.64914384 	55.2726648352
1962.72585616 	53.8610347985
1962.80256849 	51.9326923077
1962.87928082 	51.7473672161
1962.95599315 	51.8388278388
1963.03270548 	53.3719093407
1963.10941781 	55.3224587912
1963.18613014 	54.3827838828
1963.26284247 	53.8035714286
1963.33955479 	54.6454899267
1963.41626712 	55.9981684982
1963.49297945 	53.1944826007
1963.56969178 	49.4993131868
1963.64640411 	51.658768315
1963.72311644 	52.8590888278
1963.79982877 	52.4692078755
1963.8765411 	52.6609432234
1963.95325342 	52.1941391941
1964.02996575 	51.4452838828
1964.10667808 	49.5398351648
1964.18339041 	49.6718177656
1964.26010274 	49.9194139194
1964.33681507 	49.5786401099
1964.4135274 	46.893543956
1964.49023973 	50.7201236264
1964.56677894 	52.2962454212
1964.64328052 	50.3200549451
1964.7197821 	51.4624542125
1964.79628368 	50.141025641
1964.87278526 	49.3648122711
1964.94928684 	48.9650869963
1965.02578842 	49.2572115385
1965.10229 	50.3444368132
1965.17879159 	51.2825091575
1965.25529317 	51.8062042125
1965.33179475 	51.038003663
1965.40829633 	51.3373397436
1965.48479791 	51.1301510989
1965.5614726 	51.1006181319
1965.63818493 	54.1660943223
1965.71489726 	53.1936813187
1965.79160959 	55.5591804029
1965.86832192 	54.8801510989
1965.94503425 	56.2355769231
1966.02174658 	56.6084020147
1966.0984589 	56.3790064103
1966.17517123 	56.7945283883
1966.25188356 	56.5468177656
1966.32859589 	57.9033882784
1966.40530822 	60.2994505495
1966.48202055 	63.9246794872
1966.55873288 	64.9515796703
1966.63544521 	61.6356456044
1966.71215753 	59.4461996337
1966.78886986 	55.9855769231
1966.86558219 	56.0024038462
1966.94229452 	53.6449175824
1967.01900685 	53.6328983516
1967.09571918 	55.40121337
1967.17243151 	56.5762362637
1967.24914384 	58.0455586081
1967.32585616 	58.4173534799
1967.40256849 	58.679029304
1967.47928082 	56.1690705128
1967.55599315 	51.6586538462
1967.63270548 	53.3263507326
1967.70941781 	52.8525641026
1967.78613014 	57.4157509158
1967.86284247 	59.481456044
1967.93955479 	60.038003663
1968.01626712 	58.731456044
1968.09297945 	57.6136675824
1968.16969178 	55.7139423077
1968.24640411 	56.9073946886
1968.32311644 	57.9711538462
1968.39982877 	55.9710393773
1968.4765411 	56.9475732601
1968.55311794 	60.3442078755
1968.62961952 	61.8245192308
1968.7061211 	65.8962912088
1968.78262269 	63.6331272894
1968.85912427 	62.4733287546
1968.93562585 	63.0808150183
1969.01212743 	64.7633928571
1969.08862901 	63.763507326
1969.16513059 	65.15625
1969.24163217 	64.4706959707
1969.31813375 	62.646978022
1969.39463533 	66.2528617216
1969.47113691 	66.9444826007
1969.54777397 	66.0861950549
1969.6244863 	64.164720696
1969.70119863 	61.0242673993
1969.77791096 	60.8494734432
1969.85462329 	61.1973443223
1969.93133562 	61.1255723443
1970.00804795 	60.201007326
1970.08476027 	61.4948489011
1970.1614726 	62.122481685
1970.23818493 	60.9183836996
1970.31489726 	63.0322802198
1970.39160959 	60.8388278388
1970.46832192 	58.178228022
1970.54503425 	56.4590201465
1970.62174658 	55.1403388278
1970.6984589 	57.6390796703
1970.77517123 	58.2847985348
1970.85188356 	58.5095009158
1970.92859589 	59.3968635531
1971.00530822 	58.7283653846
1971.08202055 	58.2097069597
1971.15873288 	57.7801053114
1971.23544521 	59.7725503663
1971.31215753 	58.2438186813
1971.38886986 	58.5853937729
1971.46558219 	59.7524038462
1971.54229452 	61.5731456044
1971.61900685 	60.5097298535
1971.69571918 	57.7971611722
1971.77243151 	56.0200320513
1971.84914384 	53.3798076923
1971.92585616 	52.5257554945
1972.00256849 	53.8990384615
1972.07928082 	53.505952381
1972.15599315 	52.5604395604
1972.23270548 	52.1801739927
1972.30941781 	51.8181089744
1972.38613014 	50.6259157509
1972.46284247 	50.0125915751
1972.53945695 	48.3846153846
1972.61595853 	52.4368131868
1972.69246011 	52.9099130037
1972.76896169 	54.8645833333
1972.84546327 	56.548992674
1972.92196485 	55.6926510989
1972.99846643 	55.7328296703
1973.07496801 	57.0550595238
1973.15146959 	58.3225732601
1973.22797117 	57.8794642857
1973.30447275 	57.8023122711
1973.38097433 	58.5694826007
1973.45747591 	60.7883470696
1973.53407534 	64.4017857143
1973.61078767 	61.7486263736
1973.6875 	62.8753434066
1973.76421233 	60.5513965201
1973.84092466 	59.830242674
1973.91763699 	57.8840430403
1973.99434932 	56.774496337
1974.07106164 	54.2051282051
1974.14777397 	54.1169871795
1974.2244863 	54.760989011
1974.30119863 	55.1845238095
1974.37791096 	55.0986721612
1974.45462329 	55.169757326
1974.53133562 	55.4105998168
1974.60804795 	54.0803571429
1974.68476027 	52.7604166667
1974.7614726 	52.2861721612
1974.83818493 	51.9447115385
1974.91489726 	54.0910027473
1974.99160959 	53.8073489011
1975.06832192 	56.4720695971
1975.14503425 	56.8408882784
1975.22174658 	56.2337454212
1975.2984589 	57.1430860806
1975.37517123 	59.6927655678
1975.45188356 	58.943452381
1975.52859589 	57.1497252747
1975.60530822 	59.3131868132
1975.68202055 	61.7514880952
1975.75873288 	63.3145604396
1975.83544521 	64.1215659341
