01/01/2005	NO DATA
02/01/2005	NO DATA
03/01/2005	NO DATA
04/01/2005	NO DATA
05/01/2005	NO DATA
06/01/2005	NO DATA
07/01/2005	NO DATA
08/01/2005	NO DATA
09/01/2005	NO DATA
10/01/2005	NO DATA
11/01/2005	NO DATA
12/01/2005	NO DATA
13/01/2005	NO DATA
14/01/2005	NO DATA
15/01/2005	NO DATA
16/01/2005	NO DATA
17/01/2005	NO DATA
18/01/2005	NO DATA
19/01/2005	NO DATA
20/01/2005	NO DATA
21/01/2005	NO DATA
22/01/2005	NO DATA
23/01/2005	NO DATA
24/01/2005	NO DATA
25/01/2005	NO DATA
26/01/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.018	0.132	0.487	0.668	0.746	0.753	0.307	0.451	0.245	0.074	0.008	0.000	0.000	0.000	0.000	0.000	0.000
27/01/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.283	0.518	0.693	0.603	0.548	0.624	0.610	0.563	0.152	0.037	0.000	0.000	0.000	0.000	0.000	0.000
28/01/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.050	0.218	0.147	0.152	0.186	0.140	0.214	0.175	0.134	0.145	0.015	0.000	0.000	0.000	0.000	0.000	0.000
29/01/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.020	0.248	0.501	0.713	0.854	0.883	0.866	0.741	0.275	0.173	0.022	0.000	0.000	0.000	0.000	0.000	0.000
30/01/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.046	0.307	0.556	0.749	0.868	0.900	0.843	0.700	0.488	0.147	0.009	0.000	0.000	0.000	0.000	0.000	0.000
31/01/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.047	0.308	0.554	0.780	0.845	0.885	0.824	0.691	0.484	0.146	0.009	0.000	0.000	0.000	0.000	0.000	0.000
01/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.049	0.313	0.563	0.758	0.877	0.906	0.844	0.657	0.453	0.153	0.009	0.000	0.000	0.000	0.000	0.000	0.000
02/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.056	0.326	0.575	0.766	0.884	0.916	0.856	0.719	0.506	0.163	0.010	0.000	0.000	0.000	0.000	0.000	0.000
03/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.055	0.315	0.562	0.754	0.871	0.906	0.848	0.710	0.504	0.174	0.014	0.000	0.000	0.000	0.000	0.000	0.000
04/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.060	0.326	0.629	0.821	0.918	0.919	0.835	0.662	0.412	0.105	0.005	0.000	0.000	0.000	0.000	0.000	0.000
05/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.118	0.425	0.646	0.810	0.897	0.910	0.824	0.659	0.429	0.086	0.005	0.000	0.000	0.000	0.000	0.000	0.000
06/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.064	0.400	0.435	0.799	0.896	0.901	0.816	0.702	0.439	0.087	0.005	0.000	0.000	0.000	0.000	0.000	0.000
07/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.133	0.400	0.639	0.812	0.905	FEW	FEW	FEW	FEW	FEW	FEW	FEW	FEW	FEW	FEW	0.000	FEW
08/02/2005	FEW	FEW	FEW	FEW	FEW	FEW	FEW	FEW	FEW	FEW	0.367	FEW	0.709	0.811	0.579	0.357	0.075	0.007	0.000	0.000	0.000	0.000	0.000	0.000
09/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.113	0.345	0.647	0.845	0.926	0.914	0.849	0.562	0.442	0.150	0.009	0.000	0.000	0.000	0.000	0.000	0.000
10/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.200	0.352	0.633	0.555	0.730	0.696	0.558	0.595	0.288	0.101	0.011	0.000	0.000	0.000	0.000	0.000	0.000
11/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.015	0.067	0.206	0.454	0.534	0.469	0.462	0.172	0.125	0.055	0.004	0.000	0.000	0.000	0.000	0.000	0.000
12/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.009	0.141	0.397	0.696	0.628	0.401	0.612	0.892	0.699	0.375	0.135	0.012	0.000	0.000	0.000	0.000	0.000	0.000
13/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.030	0.080	0.124	0.252	0.288	0.360	0.553	0.534	0.403	0.104	0.003	0.000	0.000	0.000	0.000	0.000	0.000
14/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.058	0.140	0.240	0.675	0.638	0.444	0.689	0.633	0.133	0.063	0.010	0.000	0.000	0.000	0.000	0.000	0.000
15/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.005	0.064	0.212	0.437	0.614	0.575	0.398	0.370	0.203	0.129	0.035	0.004	0.000	0.000	0.000	0.000	0.000	0.000
16/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.049	0.166	0.257	0.462	0.530	0.387	0.237	0.135	0.064	0.045	0.008	0.000	0.000	0.000	0.000	0.000	0.000
17/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.032	0.109	0.341	0.593	0.938	0.843	0.773	0.443	0.289	0.097	0.009	0.000	0.000	0.000	0.000	0.000	0.000
18/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.012	0.029	0.061	0.072	0.105	0.066	0.236	0.361	0.268	0.151	0.017	0.000	0.000	0.000	0.000	0.000	0.000
19/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.035	0.153	0.209	0.291	0.206	0.198	0.306	0.325	0.156	0.036	0.007	0.000	0.000	0.000	0.000	0.000	0.000
20/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.098	0.514	0.744	0.929	0.926	0.879	0.730	0.401	0.206	0.090	0.011	0.000	0.000	0.000	0.000	0.000	0.000
21/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.018	0.045	0.119	0.155	0.209	0.172	0.137	0.112	0.045	0.020	0.002	0.000	0.000	0.000	0.000	0.000	0.000
22/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.044	0.117	0.072	0.567	0.747	0.339	0.287	0.193	0.082	0.075	0.016	0.000	0.000	0.000	0.000	0.000	0.000
23/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.007	0.067	0.203	0.530	0.644	0.613	0.882	0.695	0.707	0.331	0.149	0.015	0.000	0.000	0.000	0.000	0.000	0.000
24/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.017	0.255	0.571	0.738	0.900	1.040	1.091	0.846	0.653	0.284	0.045	0.009	0.000	0.000	0.000	0.000	0.000	0.000
25/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.013	0.242	0.527	0.778	0.954	1.069	0.627	0.889	0.729	0.261	0.089	0.015	0.000	0.000	0.000	0.000	0.000	0.000
26/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.016	0.270	0.548	0.785	0.959	1.058	1.104	0.688	0.544	0.571	0.238	0.013	0.000	0.000	0.000	0.000	0.000	0.000
27/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.022	0.274	0.503	0.763	0.965	1.032	1.052	0.886	0.550	0.435	0.119	0.015	0.000	0.000	0.000	0.000	0.000	0.000
28/02/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.006	0.099	0.241	0.550	1.047	0.834	0.594	1.023	0.824	0.570	0.249	0.014	0.000	0.000	0.000	0.000	0.000	0.000
01/03/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.267	0.549	0.737	0.831	0.953	0.979	0.888	0.684	0.491	0.113	0.038	0.000	0.000	0.000	0.000	0.000	0.000
02/03/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.032	0.297	0.501	0.837	1.001	1.066	1.067	0.981	0.813	0.571	0.250	0.016	0.000	0.000	0.000	0.000	0.000	0.000
03/03/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.181	0.528	0.796	0.926	0.872	0.789	0.848	0.680	0.361	0.248	0.030	0.000	0.000	0.000	0.000	0.000	0.000
04/03/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.111	0.362	0.410	1.035	1.038	1.155	0.775	0.348	0.175	0.134	0.023	0.000	0.000	0.000	0.000	0.000	0.000
05/03/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.018	0.116	0.268	0.721	1.016	1.161	1.001	0.647	0.395	0.433	0.318	0.032	0.000	0.000	0.000	0.000	0.000	0.000
06/03/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.046	0.328	0.617	0.860	1.036	1.048	1.106	1.026	0.860	0.623	0.294	0.037	0.000	0.000	0.000	0.000	0.000	0.000
07/03/2005	0.000	0.000	0.000	0.000	0.000	0.000	0.051	0.334	0.623	0.839	1.032	1.117	1.122	0.986	0.890	0.618	0.285	0.018	0.000	0.000	0.000	0.000	0.000	0.000
