94791	(-394858453.313-19137829.201j)	(-6365068.16404+3585551.16016j)	(45.8060510361+28.8100243249j)
04714	(-379883183.646-20074467.3967j)	(-6100784.47858+3465415.0445j)	(45.6648320285+29.2293661477j)
04715	(-390913332.655-33329739.8798j)	(-6082462.60017+3514266.42418j)	(45.8105400545+31.9476165232j)
CAN66	(-156642905.843+7915841.58077j)	(-3792187.99717+2625441.59084j)	(28.8997143505+17.9207018452j)
94809	(-387181536.52-8736985.13101j)	(-5015307.89889+2424321.40115j)	(61.8953682364+31.6613165492j)
94810	(-404398366.146+3958983.17356j)	(-5728828.79517+3750957.76574j)	(49.7253268796+31.866656234j)
94795	(-356220430.464-71748464.3524j)	(-6209973.97809+3636789.4076j)	(37.6749376498+33.6175770246j)
14627	(-261019696.016-65978179.616j)	(-4045174.72545+1153760.02118j)	(55.3698444698+32.1028636235j)
CAN74	(-65904373.49-9217759.46634j)	(-1099424.8912+764452.995207j)	(36.4784499203+33.7483897858j)
CAN75	(-59378271.2275-8189164.79987j)	(-1125459.43402+678424.289088j)	(35.4806025101+28.6639094747j)
CAN73	(-196812643.003-9992620.83678j)	(-4090892.92145+706902.851388j)	(46.3052068305+10.4441510447j)
CAN13	(-97298179.3409-9406545.60974j)	(-478306.699364+168177.257389j)	(174.886207795+81.1580277747j)
15701	(-282917896.512+51983221.6094j)	(-2644374.44068+2595751.7517j)	(64.314276549+43.473674769j)
15605	(-269778000.521-66882694.9567j)	(-4588376.80102+1960528.28747j)	(44.4520768124+33.5700958452j)
CANA8	(-36161430.3895-5530601.70093j)	(-724927.045097+464082.534442j)	(31.917943487+28.0623573726j)
73715	(-175208845.675+31908402.8354j)	(-2448041.19244+2715893.09167j)	(38.5652641482+29.7506152544j)
CAN07	(-126378343.042-43747171.0197j)	(-2118079.22248+1533519.00643j)	(29.3351828693+41.8932543055j)
14639	(-349981585.531-88445716.722j)	(-3440765.79799+1959553.00862j)	(65.7509527949+63.1511142716j)
94792	(-378922988.712-57636109.7795j)	(-5199163.61113+3735140.70634j)	(42.8182829175+41.8468118246j)
04770	(-378588949.348-58464612.7394j)	(-5199163.61113+3735140.70634j)	(42.7003962293+41.921473755j)
75290	(-213853997.013-31456574.108j)	(-3746847.4188+2287078.25522j)	(37.8489918312+31.4985285269j)
15703	(-163315245.621-33128243.15j)	(-2364598.38169+1569908.66751j)	(41.4807833821+41.5500937821j)
04708	(-367244972.961-71479456.171j)	(-6013371.60517+3331757.76105j)	(41.6880287705+34.9843454526j)
CAN12	(-94372354.2641-21498650.3924j)	(-1047522.19275+590352.044383j)	(59.5962607601+54.1099989688j)
04752	(-322725124.162-57584664.8526j)	(-4922031.87651+2771725.57755j)	(44.7792380849+36.9157349961j)
15619	(-182738539.76-50776110.7585j)	(-2798976.89931+1695845.0885j)	(39.7167217027+42.2045348852j)
77912	(-335951854.655-97162436.1905j)	(-5139019.43644+2099663.50114j)	(49.4013036191+39.0908329483j)
04785	(-227541363.795-43071024.7839j)	(-4808374.48609+2181419.60029j)	(35.8745319949+25.2327335111j)
04712	(-371321491.797-58662408.2015j)	(-5922169.72131+3634471.30294j)	(41.130102613+35.1473523439j)
04790	(-177129129.189-25262089.6756j)	(-3055230.75111+1865470.1777j)	(38.5538262097+31.8087603271j)
04730	(-350450167.288-28253026.3502j)	(-6208135.06039+4397243.508j)	(35.4444334024+29.656382993j)
25030	(-252438307.413+92747199.4288j)	(-4311459.21224+5353453.49241j)	(33.5440743816+20.1392239714j)
CANA3	(-10325625.8044-92824603.1336j)	(-1011959.71747-199822.338652j)	(27.2535526616+86.346060022j)
24092	(-356354416.73+35033336.6956j)	(-7472585.03956+6074263.47109j)	(31.0093607457+20.5184269877j)
CAN57	(-124026781.716+10918211.7712j)	(-2839540.98869+2452049.79994j)	(26.9226683859+19.4036684372j)
CAN54	(-125628568.798+26255813.6197j)	(-2646724.97789+2621515.06204j)	(28.9197943322+18.7242207737j)
CAN55	(-169095687.267+23511018.6996j)	(-3183459.99107+3139422.37844j)	(30.620731338+22.8117804876j)
25018	(-329261826.409+47291436.6994j)	(-6805763.90462+5219049.68805j)	(33.820002537+18.9863825431j)
25012	(-323173837.72+62193686.2814j)	(-6160573.71338+5942833.26642j)	(32.2170742258+20.9829506453j)
25013	(-323832026.636+47313217.1303j)	(-7415927.4075+6189949.9942j)	(28.8751375534+17.7216460167j)
25005	(-345362015.63+44181386.3961j)	(-7400031.4034+6216216.10566j)	(30.302741289+19.4846473198j)
25015	(-330818793.639+54218997.0884j)	(-7037520.06223+5828792.42076j)	(31.6661960443+18.5230997931j)
CAN56	(-99555418.7481-11355049.1246j)	(-2177772.13368+2255994.72325j)	(19.4454969056+25.3580191796j)
25028	(-335071843.245-27257625.1994j)	(-6712484.54552+4450950.13716j)	(32.8024437994+25.8115554311j)
CAN02	(-104093420.25-7004717.50526j)	(-2068376.49453+1459829.39501j)	(31.9971337233+25.9696791241j)
25029	(-152080743.644+18204247.3602j)	(-2614911.48384+2168113.89015j)	(37.8859752787+24.4508704324j)
25017	(-339808989.99+30334633.5216j)	(-6901539.90486+5026064.472j)	(34.2650682199+20.5582827087j)
CAN76	(-96343712.0681-1204786.49084j)	(-1386566.93819+1216899.58178j)	(38.8201262675+34.9387978152j)
14683	(-165582616.521-3063009.33437j)	(-2499935.13747+1892466.82601j)	(41.5160961447+32.6531848007j)
14670	(-380176625.004-5155004.24477j)	(-6819696.29597+5590557.4756j)	(32.9704779478+27.7839874368j)
14631	(-354874515.188-11909811.1195j)	(-5863061.09946+4024911.74413j)	(40.191773597+29.6224360861j)
14625	(-378414859.029-17953611.1369j)	(-6311209.38235+4215340.46416j)	(40.1485484923+29.6604661378j)
14643	(-384164107.638-10188104.4254j)	(-5848523.44376+3323032.27623j)	(48.9071039492+29.5301867294j)
CAN78	(-63100986.8656+481769.028502j)	(-957137.450346+906141.645694j)	(35.0176728337+32.6486051194j)
27202	(-164676691.136+36201647.3286j)	(-1132488.39805+1078995.11818j)	(92.185503529+55.8646437833j)
CAN32	(-98827946.8805-32391449.1844j)	(-1551322.62794+789178.495743j)	(42.170463257+42.3325688413j)
CAN33	(-48173716.4972-11685942.0946j)	(-891662.698213+518259.226763j)	(34.6901570021+33.2686744643j)
CAN35	(-203832349.832-21720528.3446j)	(-4272498.44309+4779610.28713j)	(18.6636968639+25.9627305542j)
CAN34	(-33859917.1462-3541911.31653j)	(-720272.927822+586517.450382j)	(25.8589443774+25.974367104j)
26102	(-273094720.926-1726323.40408j)	(-6428636.9734+4736644.13673j)	(27.4053158395+20.4608772489j)
CAN36	(-265687147.639+16032574.5231j)	(-4566370.49645+3503157.27749j)	(38.3225550841+25.8886928478j)
22258	(27195002.201-176434570.389j)	(-1537557.32177-4241812.5157j)	(34.7097584418+18.9926464529j)
26202	(-208819627.262+53999061.8955j)	(-3339293.3086+4906397.00108j)	(27.3183464996+23.9678231435j)
CAN41	(-18648339.6024+4304123.20026j)	(-161262.539333+142560.65778j)	(78.1554897934+42.4015078894j)
26110	(-252504061.499+9397297.61947j)	(-4059244.14968+3753314.92864j)	(34.6884456096+29.7590779672j)
24288	(-357018175.688-31328530.0788j)	(-7152562.66595+3425048.88644j)	(38.8978971044+23.0065414211j)
CAN26	(-75441664.3148-7987258.71492j)	(-1843890.26505+1122271.41397j)	(27.9309773258+21.3317445607j)
25342	(-222111935.08+14156211.3726j)	(-1375025.46679+306694.193436j)	(156.065097397+24.5144898122j)
94110	(58592670.5839-340795826.315j)	(-3790059.22288-4383972.77061j)	(37.8745470374+46.1087368632j)
24292	(-353038125.924-15306811.7651j)	(-4937297.16228+3068115.32546j)	(50.1947109159+34.2920363143j)
94157	(-235703806.381-48396080.7647j)	(-4647880.78399+4808053.27976j)	(19.2940280992+30.3714321445j)
25218	(-281953915.344-23476039.2133j)	(-6913608.80586+5266643.20471j)	(24.1698106167+21.8076857239j)
25231	(-301814938.913-35046141.7463j)	(-5410376.09883+4208960.74597j)	(31.6131707728+31.0708042313j)
25220	(-213475539.052-272535676.538j)	(-8605101.4511-774346.046453j)	(27.4358660431+29.2025403262j)
CAN22	(-45993305.6182-6465205.00447j)	(-1287741.05692+571041.725262j)	(27.986558466+17.4310646651j)
CAN25	(-104477524.405-21451065.6272j)	(-3045256.31+1368022.34419j)	(25.9141731848+18.6855317855j)
CAN21	(-111557576.771-11489876.9097j)	(-2127944.86782+1640283.77823j)	(30.2744694563+28.7359879375j)
CAN20	(-94438203.7802-5801479.81687j)	(-2185613.62936+783354.654217j)	(37.4471537705+16.0759804652j)
CAN97	(14399348.8175-86377887.3508j)	(-430222.25305-834239.234955j)	(74.7575958893+55.8134024422j)
94116	(-351908363.701-48103657.0102j)	(-7965479.08461+4254389.72939j)	(31.8639948447+23.057685227j)
25223	(-346337440.644-54832.1323915j)	(-3988963.94562+2172512.36433j)	(66.9558123894+36.4799392513j)
25206	(-321125243.082-26371686.9664j)	(-7131097.7104+4707171.76246j)	(29.6649611788+23.279691473j)
25353	(-13894247.0179-260206004.604j)	(-1465097.36765-2852782.11233j)	(74.1542683128+33.2128331419j)
CAN23	(-106455922.373-12832618.1623j)	(-2891261.42186+1857941.73379j)	(24.040425756+19.8869351756j)
25224	(-327287069.374-27746112.6941j)	(-8009562.30704+5305817.01936j)	(26.8047906942+21.2205637267j)
25346	(-318711894.212+24837853.1832j)	(-2683390.14204+1218687.45499j)	(101.947983368+37.0445108418j)
25225	(-314925037.622-990548.540295j)	(-6568626.86966+5309462.82419j)	(28.9240986322+23.5303325973j)
CAN27	(-82737449.6909-1304663.89385j)	(-2081789.87137+1637581.16704j)	(24.2470214484+19.6999371256j)
CAN09	(-178911641.964+123347.569624j)	(-1511224.38562+722069.821366j)	(96.4160299635+45.9863926391j)
94152	(-351233576.735-47694450.5982j)	(-7965479.08461+4254389.72939j)	(31.8194315544+22.9825113409j)
25229	(219660842.689+210566895.207j)	(5404167.98222+356818.007464j)	(43.0316058597+36.1225713169j)
94234	(-310611145.015-8758890.32867j)	(-3094544.20329+1258804.13067j)	(85.1350172493+37.4618018328j)
24287	(-355849850.935-25723245.6325j)	(-4698141.93564+2674708.26158j)	(54.8483512929+36.7010163447j)
94238	(-355849850.935-25723245.6325j)	(-4698141.93564+2674708.26158j)	(54.8483512929+36.7010163447j)
CAN18	(-102389528.227-7281802.52601j)	(-1108284.56941+454100.4813j)	(76.80022004+38.0379016128j)
24297	(-360229426.012-24919006.4562j)	(-6223931.55542+2306848.45002j)	(49.5827226847+22.3811640903j)
CAN19	(-94983170.9144-6558816.48377j)	(-1120258.90166+489476.23747j)	(69.0469937704+36.0235291533j)
25247	(-283347628.947-26295969.7587j)	(-5935618.864+4179040.72037j)	(29.8305946521+25.4327717095j)
