25110	(-168071314.923-11452567.5302j)	(-27372144.5945+11187002.78j)	(5.11486469538+2.5088488357j)
25129	(144811401.226+90350450.2324j)	(37389774.0887+5995613.21025j)	(4.15370322078+1.7503837326j)
25113	(-142516826.573+2951659.99856j)	(-23758007.6112+8388385.04337j)	(5.3727676572+1.77275740238j)
CAN43	(-21479785.8423-3631256.96461j)	(-3391681.62337+1378864.52438j)	(5.06130096635+3.12827278398j)
25142	(-147461108.007-12503978.374j)	(-28107252.1718+9422480.55627j)	(4.58227645895+1.98099724838j)
CAN98	(-171122850.504-11924186.6727j)	(-32053642.8001+11674585.6671j)	(4.59375606806+2.0451461892j)
CANA6	(-128490717.088-10881678.9834j)	(-24574594.9422+8370361.77124j)	(4.54991620662+1.99255059043j)
25145	(-147953252.187-12533619.8591j)	(-28107252.1718+9422480.55627j)	(4.59769920868+1.98722204914j)
CAN47	(-65546716.427-8546866.19972j)	(-11620435.9212+2899013.8057j)	(5.13740963464+2.01716078597j)
CAN46	(-25788675.3249-20987735.6133j)	(-5926966.05437-1628503.36931j)	(4.95030437886+2.18090472167j)
CAN52	(-38517161.276-5556701.7852j)	(-9461073.82197+2762692.25843j)	(3.59323129467+1.63656835969j)
25105	(-181889976.402-12133801.73j)	(-38985715.3252+13541647.0497j)	(4.06678382393+1.72383018602j)
25115	(-178397112.579-11903707.6957j)	(-34331626.5231+12434104.4476j)	(4.48270954518+1.97025871592j)
CAN53	(-122929813.811-11845341.5666j)	(-28312707.5586+7898256.49847j)	(3.92008126442+1.51194119458j)
CAN49	(-39903931.0386-5898962.69922j)	(-8473646.81639+2568967.37206j)	(4.11949193503+1.94506608865j)
CAN48	(-16570154.7942-2836456.03563j)	(-3352372.87678+1187289.21625j)	(4.12566397791+2.30726493466j)
94108	(-164138426.264-11274608.7491j)	(-27655549.0387+11705314.1369j)	(4.88706092778+2.47614654184j)
CAN42	(-75133961.5237-9334769.88672j)	(-15385969.6262+4398224.66868j)	(4.35405086097+1.85135317983j)
25118	(-165191819.249-11341918.1848j)	(-32257508.4767+12570681.1223j)	(4.32691101229+2.03779336561j)
25101	(-142782420.783-6249892.35263j)	(-29719074.0351+9501662.29865j)	(4.29784869248+1.58438984955j)
CAN44	(-39872441.5473-6204785.85517j)	(-6545225.62212+2299400.40976j)	(5.12613933161+2.74884836268j)
25119	(-169099008.061-8715542.22104j)	(-31890901.5514+11794509.1532j)	(4.57550474571+1.965493974j)
CAN05	(-80513772.9184-10343150.7829j)	(-13988512.4604+4557652.97831j)	(4.98555798543+2.3637677042j)
CAN50	(-67175735.8487-8438548.81033j)	(-12687751.2076+3701175.93473j)	(4.70052164649+2.03629516266j)
CAN45	(-40918046.1869-6344814.15227j)	(-6621710.4541+1921866.05057j)	(5.44278933876+2.53788297137j)
CAN04	(-91095701.6833-6526153.39474j)	(-20121077.6404+6816054.46453j)	(3.96276583888+1.66673881897j)
CAN51	(-56996856.956-8267735.4569j)	(-10998818.5373+3937428.49022j)	(4.35489449026+2.31068646223j)
CAN03	(-82590365.3571-10564094.9252j)	(-15949129.5861+4380921.66548j)	(4.6458929455+1.93850001775j)
CANA4	(-174933045.44-13300657.9249j)	(-14536559.8974+8477982.78667j)	(8.58145102922+5.91983609895j)
16903	(-160344017.157-12428898.4006j)	(-35544784.6603+22354762.9117j)	(3.07489196978+2.2835242959j)
26005	(-194780441.792-11370913.5628j)	(-39423659.9553+26001664.4657j)	(3.31043226934+2.47180659475j)
CAN39	(-114264402.965-11630702.3739j)	(-16296646.0914+10800084.0417j)	(4.54320198894+3.72454953814j)
16914	(-18349389.4788-2980739.86285j)	(-4026964.52784+2440949.45182j)	(3.00417018916+2.56117663018j)
CAN93	(-35089039.2315-5635368.43393j)	(-6279197.64686+3795668.45057j)	(3.69535548777+3.13124602509j)
CAN69	(-30573779.8527-4929932.7647j)	(-6604688.10085+3361610.66416j)	(3.37490710059+2.46416730299j)
16801	(-186537182.052-11548803.8098j)	(-35140260.4531+24348374.4252j)	(3.43263935663+2.707094111j)
CAN37	(-50387864.9161-6977889.47003j)	(-11400800.7246+6102419.39568j)	(3.18076223677+2.31459484945j)
CANA5	(-98784402.3209-12150520.4423j)	(-20587388.6646+9189289.37716j)	(3.7814680495+2.27807058893j)
16895	(-182572090.021-12598392.2573j)	(-33245057.1255+23489676.6476j)	(3.48442475505+2.8409156495j)
16603	(-197008262.847-12964888.3862j)	(-33251699.2059+24125379.1131j)	(3.69617932171+3.07162094665j)
CANA7	(-28418603.2603+19180176.9659j)	(-2545614.54957+1205786.40488j)	(12.0329105939-1.83494274949j)
CAN86	(-99989902.8506-10993456.0569j)	(-19843668.8732+11552739.7078j)	(3.52244251616+2.60472586556j)
CAN38	(-86140264.8049-33568286.5944j)	(-22180894.1514+6637097.83876j)	(3.14876171198+2.45557847109j)
CAN40	(-20101812.9068-3141674.40721j)	(-3814336.57102+1809994.34194j)	(3.98247963484+2.71343124039j)
17901	(-173578574.967-13455096.1112j)	(-30608014.5857+18534953.512j)	(3.95464348253+2.83436316895j)
